"Match ID","Series","League","Start Date/Time","Match Length","Duration (secs)","Kills Score","","Winner","Radiant Team","Radiant Players","Dire Team","Dire Players"
"6795635891","711667","14552","08 окт 2022 05:42","32:32","1952","35-14","35,14","Radiant","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6795575121","711667","14552","08 окт 2022 04:06","1:04:55","3895","28-55","28,55","Dire","SG esports","Prada, Yuma, LTH, Faker, Oscar","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6795522911","711667","14552","08 окт 2022 02:40","53:12","3192","44-26","44,26","Radiant","SG esports","Prada, Yuma, LTH, Faker, Oscar","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6795478395","711667","14552","08 окт 2022 01:22","45:04","2704","21-52","21,52","Dire","SG esports","Prada, Yuma, LTH, Faker, Oscar","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6795419159","711667","14552","07 окт 2022 11:58","49:58","2998","30-31","30,31","Dire","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6795309087","711597","14552","07 окт 2022 10:06","51:13","3073","43-37","43,37","Dire","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6795236194","711597","14552","07 окт 2022 09:08","29:50","1790","39-19","39,19","Radiant","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6795137811","711597","14552","07 окт 2022 08:08","33:22","2002","31-29","31,29","Radiant","SG esports","Prada, Yuma, LTH, Faker, Oscar","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths"
"6794950213","711465","14552","07 окт 2022 05:57","38:14","2294","15-39","15,39","Dire","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6794846328","711465","14552","07 окт 2022 04:54","35:30","2130","8-31","8,31","Dire","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6794752403","711465","14552","07 окт 2022 04:00","27:36","1656","20-8","20,8","Radiant","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6794647043","711465","14552","07 окт 2022 02:58","36:59","2219","6-39","6,39","Dire","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6794533305","711465","14552","07 окт 2022 01:42","49:27","2967","28-31","28,31","Radiant","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6794425796","711443","14552","07 окт 2022 12:17","38:24","2304","15-40","15,40","Dire","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","Execration","Abeng, Bob, Tino, Palos, Shoyo"
"6794369274","711443","14552","07 окт 2022 11:19","32:11","1931","16-27","16,27","Dire","Execration","Abeng, Bob, Tino, Palos, Shoyo","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière"
"6794282041","711443","14552","07 окт 2022 10:00","51:26","3086","51-27","51,27","Radiant","Execration","Abeng, Bob, Tino, Palos, Shoyo","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière"
"6794010383","711321","14552","07 окт 2022 04:25","26:40","1600","11-35","11,35","Dire","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths"
"6793982084","711321","14552","07 окт 2022 03:34","30:35","1835","23-37","23,37","Dire","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths"
"6793945329","711321","14552","07 окт 2022 02:29","35:49","2149","19-45","19,45","Dire","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank"
"6793882865","711278","14552","07 окт 2022 12:33","1:21:59","4919","36-63","36,63","Dire","SG esports","Prada, Yuma, LTH, Faker, Oscar","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6793834549","711278","14552","06 окт 2022 11:17","43:44","2624","20-45","20,45","Dire","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6793757155","711278","14552","06 окт 2022 10:02","39:46","2386","15-60","15,60","Dire","SG esports","Prada, Yuma, LTH, Faker, Oscar","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6793211503","711152","14552","06 окт 2022 03:51","42:28","2548","38-34","38,34","Radiant","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6793095952","711152","14552","06 окт 2022 02:38","46:52","2812","32-48","32,48","Dire","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6793002397","711152","14552","06 окт 2022 01:32","37:18","2238","16-41","16,41","Dire","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière"
"6792933042","711121","14552","06 окт 2022 12:30","28:20","1700","6-41","6,41","Dire","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6792839364","711121","14552","06 окт 2022 11:00","50:47","3047","29-46","29,46","Dire","Execration","Abeng, Bob, Tino, Palos, Shoyo","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6792399895","711017","14552","06 окт 2022 12:59","1:02:41","3761","49-53","49,53","Radiant","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank","The Cut","Scourge McDuck, Lil Nick, pingu, red2, bgod"
"6792360135","711017","14552","06 окт 2022 12:00","27:55","1675","13-36","13,36","Dire","The Cut","Scourge McDuck, Lil Nick, pingu, red2, bgod","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank"
"6792313267","710982","14552","05 окт 2022 10:55","34:00","2040","43-19","43,19","Radiant","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE"
"6792256325","710982","14552","05 окт 2022 10:00","29:09","1749","19-25","19,25","Dire","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths"
"6791976504","710908","14130","05 окт 2022 06:41","30:57","1857","21-45","21,45","Dire","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6791865201","710908","14130","05 окт 2022 05:37","35:46","2146","33-44","33,44","Dire","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6791756617","710908","14130","05 окт 2022 04:31","32:13","1933","21-61","21,61","Dire","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6791676771","710878","14552","05 окт 2022 03:43","34:02","2042","22-44","22,44","Dire","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6791591912","710874","14130","05 окт 2022 02:55","37:14","2234","36-19","36,19","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^"
"6791571713","710878","14552","05 окт 2022 02:37","37:32","2252","32-37","32,37","Radiant","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla"
"6791507529","710874","14130","05 окт 2022 01:58","29:26","1766","17-27","17,27","Dire","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^"
"6791472457","710878","14552","05 окт 2022 01:30","41:21","2481","52-30","52,30","Radiant","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6791434857","710874","14130","05 окт 2022 01:05","19:58","1198","8-22","8,22","Dire","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6791381898","710860","14552","05 окт 2022 12:10","47:59","2879","18-38","18,38","Dire","Fnatic","Jabz, DJ, Raven, Jaunuel, Armel","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière"
"6791299931","710860","14552","05 окт 2022 11:00","44:26","2666","39-24","39,24","Radiant","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","Fnatic","Jabz, DJ, Raven, Jaunuel, Armel"
"6790917013","710767","14552","05 окт 2022 02:48","37:01","2221","39-18","39,18","Radiant","SG esports","Prada, Yuma, LTH, Faker, Oscar","The Cut","Scourge McDuck, Lil Nick, pingu, red2, bgod"
"6790880403","710767","14552","05 окт 2022 01:34","48:57","2937","39-38","39,38","Radiant","SG esports","Prada, Yuma, LTH, Faker, Oscar","The Cut","Scourge McDuck, Lil Nick, pingu, red2, bgod"
"6790837306","710767","14552","05 окт 2022 12:21","41:05","2465","44-40","44,40","Radiant","The Cut","Scourge McDuck, Lil Nick, pingu, red2, bgod","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6790780319","710737","14552","04 окт 2022 11:04","33:56","2036","12-27","12,27","Dire","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6790721550","710737","14552","04 окт 2022 10:04","34:26","2066","16-28","16,28","Dire","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","5RATFORCESTAFF","albinozebra1, Speeed, Kitzz, Merlin, Dnm"
"6790658300","710677","14130","04 окт 2022 09:18","21:14","1274","41-11","41,11","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil"
"6790555177","710677","14130","04 окт 2022 08:00","42:25","2545","31-45","31,45","Dire","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6790412904","710622","14130","04 окт 2022 06:28","37:03","2223","24-32","24,32","Dire","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil"
"6790382356","710621","14130","04 окт 2022 06:14","47:04","2824","20-45","20,45","Dire","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat"
"6790339506","710622","14130","04 окт 2022 05:46","18:22","1102","9-35","9,35","Dire","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil"
"6790263310","710622","14130","04 окт 2022 05:00","16:16","976","6-22","6,22","Dire","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor"
"6790262094","710621","14130","04 окт 2022 05:00","46:09","2769","37-19","37,19","Radiant","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^"
"6790018680","710581","14130","04 окт 2022 02:38","20:24","1224","29-7","29,7","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","LUNA GAMING","Unknown, Время в никуда, Kraker, Agressive child, TSA"
"6789997554","710572","14552","04 окт 2022 02:18","29:58","1798","9-26","9,26","Dire","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky"
"6789962403","710581","14130","04 окт 2022 02:00","10:31","631","11-2","11,2","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","LUNA GAMING","Unknown, Время в никуда, Kraker, Agressive child, TSA"
"6789921526","710572","14552","04 окт 2022 01:22","29:09","1749","28-17","28,17","Radiant","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6789841163","710557","14552","04 окт 2022 12:08","39:21","2361","39-27","39,27","Radiant","Execration","Abeng, Bob, Tino, Palos, Shoyo","Fnatic","Jabz, DJ, Raven, Jaunuel, Armel"
"6789769815","710557","14552","04 окт 2022 11:00","35:30","2130","18-35","18,35","Dire","Fnatic","Jabz, DJ, Raven, Jaunuel, Armel","Execration","Abeng, Bob, Tino, Palos, Shoyo"
"6789344562","710468","14552","04 окт 2022 01:24","54:18","3258","35-33","35,33","Dire","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter","DogChamp","Bloody Nine, Monster, yarin, Destroyer, StoneBank"
"6789299244","710468","14552","04 окт 2022 12:09","43:57","2637","14-28","14,28","Dire","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter","DogChamp","Bloody Nine, Monster, yarin, Destroyer, StoneBank"
"6789249570","710446","14552","03 окт 2022 11:02","35:55","2155","27-51","27,51","Dire","felt","Illusion, Yume, Fayde, tae, paradise'","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths"
"6789183613","710446","14552","03 окт 2022 10:01","35:44","2144","46-38","46,38","Radiant","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths","felt","Illusion, Yume, Fayde, tae, paradise'"
"6789114198","710396","14130","03 окт 2022 09:08","35:24","2124","40-31","40,31","Radiant","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor"
"6789033157","710396","14130","03 окт 2022 08:06","35:36","2136","31-22","31,22","Radiant","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor"
"6788990765","710350","14130","03 окт 2022 07:40","35:06","2106","31-21","31,21","Radiant","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil","EZ KATKA","Festblad, Lefitan , Rvze, Blizzy, Lukas"
"6788869172","710350","14130","03 окт 2022 06:23","49:57","2997","33-47","33,47","Dire","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil","EZ KATKA","Festblad, Lefitan , Rvze, Blizzy, Lukas"
"6788827404","710349","14130","03 окт 2022 06:00","39:08","2348","29-21","29,21","Radiant","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","LUNA GAMING","Unknown, Время в никуда, Kraker, Agressive child, TSA"
"6788766134","710335","14552","03 окт 2022 05:20","37:09","2229","19-28","19,28","Dire","Lilgun","Hishgee, Ace12, elevennN, Sanctity-, X123","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla"
"6788726079","710350","14130","03 окт 2022 05:12","43:30","2610","24-35","24,35","Dire","EZ KATKA","Festblad, Lefitan , Rvze, Blizzy, Lukas","Anime Enjoyers","Dayshi, , Askold, sunset, KaChal"
"6788725521","710349","14130","03 окт 2022 05:00","30:20","1820","24-12","24,12","Radiant","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","LUNA GAMING","Unknown, Время в никуда, Kraker, Agressive child, TSA"
"6788640768","710335","14552","03 окт 2022 04:06","47:01","2821","18-45","18,45","Dire","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla","Lilgun","Hishgee, Ace12, elevennN, Sanctity-, X123"
"6788524834","710335","14552","03 окт 2022 03:00","39:32","2372","11-33","11,33","Dire","Lilgun","Hishgee, Ace12, elevennN, Sanctity-, X123","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla"
"6788521610","710331","14130","03 окт 2022 03:02","30:26","1826","18-35","18,35","Dire","yngbld","6Xx6xX6, mitrofanushka, Volshebnik, TheSpeedy, zenica","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6788438224","710331","14130","03 окт 2022 02:04","31:55","1915","33-11","33,11","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","yngbld","6Xx6xX6, mitrofanushka, Volshebnik, TheSpeedy, zenica"
"6788389416","710317","14552","03 окт 2022 01:21","1:06:14","3974","49-33","49,33","Radiant","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","TNC Predator","Cml, Bok, BDz, MoonMoon, Karma"
"6788308033","710317","14552","03 окт 2022 12:04","49:59","2999","24-44","24,44","Dire","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","TNC Predator","Cml, Bok, BDz, MoonMoon, Karma"
"6788262717","710317","14552","03 окт 2022 11:19","30:47","1847","10-24","10,24","Dire","TNC Predator","Cml, Bok, BDz, MoonMoon, Karma","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière"
"6787866593","710219","14552","03 окт 2022 03:09","33:46","2026","15-34","15,34","Dire","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter"
"6787828251","710219","14552","03 окт 2022 02:07","34:27","2067","25-18","25,18","Radiant","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter"
"6787796866","710198","14552","03 окт 2022 01:12","25:44","1544","26-35","26,35","Dire","Wolf Team","KJ, Kingrd, HFn, Sooths, AAAAAAAAAAAA","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank"
"6787735318","710198","14552","02 окт 2022 11:52","44:45","2685","32-50","32,50","Dire","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank","Wolf Team","KJ, Kingrd, HFn, Fcr, Sooths"
"6787688872","710168","14552","02 окт 2022 10:54","19:24","1164","14-41","14,41","Dire","5ManMidas","Argius, Moonlight, RRL, Lies, feelinG!♥","felt","Fayde, tae, The Warden, 卧龙凤雏不可兼得, paradise'"
"6787626050","710168","14552","02 окт 2022 10:01","25:39","1539","39-14","39,14","Radiant","felt","Fayde, tae, The Warden, 卧龙凤雏不可兼得, paradise'","5ManMidas","Argius, Moonlight, RRL, Lies, feelinG!♥"
"6787521674","710112","14130","02 окт 2022 08:45","27:21","1641","27-18","27,18","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","S9","SuperNova, Illusion, paradise', keintseru, lilskrip"
"6787451895","710112","14130","02 окт 2022 08:00","20:02","1202","32-12","32,12","Radiant","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande","S9","SuperNova, Illusion, paradise', keintseru, lilskrip"
"6787287101","710046","14130","02 окт 2022 06:24","45:59","2759","36-25","36,25","Radiant","yngbld","6Xx6xX6, mitrofanushka, Volshebnik, TheSpeedy, zenica","YNT","kenny, AG.Maestro~, kur0patbI4, Lebovski, Toshi"
"6787270011","710047","14130","02 окт 2022 06:11","12:16","736","23-8","23,8","Radiant","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil","Team Empire Hope","Desperate-, Krylat, antoha, Lowkez, bowbowbow"
"6787144828","710047","14130","02 окт 2022 05:02","41:12","2472","37-28","37,28","Radiant","Anime Enjoyers","Dayshi, , sunset, KaChal, Pastil","Team Empire Hope","Desperate-, Krylat, antoha, Lowkez, bowbowbow"
"6787143532","710046","14130","02 окт 2022 05:06","43:22","2602","25-19","25,19","Radiant","yngbld","6Xx6xX6, mitrofanushka, Volshebnik, TheSpeedy, zenica","YNT","kenny, AG.Maestro~, kur0patbI4, Lebovski, Toshi"
"6787091396","710010","14552","02 окт 2022 04:31","50:36","3036","33-52","33,52","Dire","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla"
"6786967656","710010","14552","02 окт 2022 03:35","30:25","1825","19-39","19,39","Dire","Army Geniuses","Varizh, db-, InYourdreaM, womy, Hustla","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6786949019","709969","14130","02 окт 2022 03:19","33:45","2025","18-44","18,44","Dire","Zorka","Arti_Shock, хоקºωий , OneJey, klassnokruto, Miyaoo","EZ KATKA","Festblad, Lefitan , Rvze, Blizzy, Lukas"
"6786841330","709959","14552","02 окт 2022 02:16","39:10","2350","23-45","23,45","Dire","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW","Fnatic","Jabz, DJ, Raven, Jaunuel, Armel"
"6786807271","709969","14130","02 окт 2022 02:00","51:14","3074","47-30","47,30","Radiant","EZ KATKA","Festblad, Lefitan , Rvze, Blizzy, Lukas","Zorka","Arti_Shock, хоקºωий , OneJey, klassnokruto, Miyaoo"
"6786722506","709959","14552","02 окт 2022 01:12","35:53","2153","36-41","36,41","Dire","Fnatic","Jabz, DJ, Raven, Jaunuel, Armel","Team SMG","Poloson, Moon, MidOne, Ahfu, MWW"
"6786647087","709926","14552","02 окт 2022 12:09","37:10","2230","25-26","25,26","Dire","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky","Execration","Abeng, Bob, Tino, Palos, Shoyo"
"6786543997","709926","14552","02 окт 2022 11:00","43:39","2619","22-32","22,32","Dire","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky","Execration","Abeng, Bob, Tino, Palos, Shoyo"
"6786082402","709850","14552","02 окт 2022 02:58","28:13","1693","24-71","24,71","Dire","5ManMidas","Argius, Moonlight, RRL, Lies, feelinG!♥","Wolf Team","KJ, Kingrd, HFn, Fcr, Tavo"
"6786047896","709850","14552","02 окт 2022 02:14","18:30","1110","43-14","43,14","Radiant","Wolf Team","KJ, Kingrd, HFn, Fcr, Tavo","5ManMidas","Argius, Moonlight, RRL, Lies, feelinG!♥"
"6786016026","709837","14552","02 окт 2022 01:18","19:46","1186","10-35","10,35","Dire","5ManMidas","Argius, Moonlight, RRL, Lies, feelinG!♥","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank"
"6785961058","709837","14552","02 окт 2022 12:18","33:24","2004","35-22","35,22","Radiant","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank","5ManMidas","Argius, Moonlight, RRL, Lies, feelinG!♥"
"6785900729","709809","14552","01 окт 2022 11:11","35:06","2106","23-36","23,36","Dire","The Cut","Scourge McDuck, Lil Nick, pingu, MoOz, red2","SG esports","Prada, Yuma, LTH, Faker, Oscar"
"6785810193","709809","14552","01 окт 2022 10:06","37:56","2276","45-17","45,17","Radiant","SG esports","Prada, Yuma, LTH, Faker, Oscar","The Cut","Scourge McDuck, Lil Nick, pingu, MoOz, red2"
"6785727958","709774","14130","01 окт 2022 09:03","44:32","2672","26-45","26,45","Dire","YNT","kenny, AG.Maestro~, kur0patbI4, Lebovski, Toshi","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor"
"6785626521","709774","14130","01 окт 2022 08:00","34:24","2064","35-21","35,21","Radiant","cybercats","Nefrit, Fezor, 6ym_6ym, DkFogas, Egor","YNT","kenny, AG.Maestro~, kur0patbI4, Lebovski, Toshi"
"6785477820","709692","14130","01 окт 2022 06:35","27:02","1622","25-8","25,8","Radiant","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6785354336","709692","14130","01 окт 2022 05:28","39:32","2372","29-24","29,24","Radiant","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6785323442","709685","14130","01 окт 2022 05:09","34:02","2042","34-29","34,29","Radiant","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","Team Empire Hope","Desperate-, Krylat, antoha, Lowkez, Mc314"
"6785259921","709668","14552","01 окт 2022 04:33","32:57","1977","33-12","33,12","Radiant","Lilgun","Hishgee, Ace12, elevennN, Sanctity-, X123","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière"
"6785230080","709692","14130","01 окт 2022 04:19","44:34","2674","47-37","47,37","Dire","Wayfarers","squad1x, XSvamp1Re, HappyDyurara, Kazl, DarkLord^","Monaspa","SkyLark, SsaSpartan, dEsire, W1sh-, Nande"
"6785194840","709685","14130","01 окт 2022 04:01","39:23","2363","32-25","32,25","Radiant","X3","Velheor, dark, nattynarwhal_, Meh, Shergarat","Team Empire Hope","Desperate-, Krylat, antoha, Lowkez, Mc314"
"6785117494","709668","14552","01 окт 2022 03:18","47:50","2870","32-51","32,51","Dire","Hokori","Thiolicor, Gardick, 4nalog, Vitaly, Lumière","Lilgun","Hishgee, Ace12, elevennN, Sanctity-, X123"
"6785027217","709623","14552","01 окт 2022 02:24","25:19","1519","42-10","42,10","Radiant","Team SMG","Poloson, Moon, MidOne, Ahfu, Chidori~","TNC Predator","Cml, Bok, BDz, MoonMoon, Karma"
"6784931676","709623","14552","01 окт 2022 01:25","29:01","1741","26-38","26,38","Dire","TNC Predator","Cml, Bok, BDz, MoonMoon, Karma","Team SMG","Poloson, Moon, MidOne, Ahfu, Chidori~"
"6784915067","709602","14130","01 окт 2022 01:17","32:43","1963","15-33","15,33","Dire","Zorka","Arti_Shock, хоקºωий , OneJey, klassnokruto, Miyaoo","LUNA GAMING","Unknown, Время в никуда, Kraker, Agressive child, TSA"
"6784825890","709592","14552","01 окт 2022 12:03","42:57","2577","18-36","18,36","Dire","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky","Team SMG","Poloson, Moon, MidOne, Ahfu, Chidori~"
"6784823929","709602","14130","01 окт 2022 12:23","22:07","1327","10-22","10,22","Dire","Zorka","Mastery, Arti_Shock, хоקºωий , OneJey, Miyaoo","LUNA GAMING","Unknown, Время в никуда, Kraker, Agressive child, TSA"
"6784741183","709592","14552","01 окт 2022 11:00","36:59","2219","38-16","38,16","Radiant","BOOM Esports","Skem, Tims, Fbz, Yopaj, JaCkky","Team SMG","Poloson, Moon, MidOne, Ahfu, Chidori~"
"6784353107","709519","14552","01 окт 2022 04:08","34:39","2079","43-26","43,26","Radiant","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","felt","Fayde, tae, The Warden, 卧龙凤雏不可兼得, paradise'"
"6784294415","709519","14552","01 окт 2022 02:46","54:51","3291","49-39","49,39","Dire","Ravens","D1smar, Benjaz, Kapron, Cara, Ñengoflow KELOKE","felt","Fayde, tae, The Warden, 卧龙凤雏不可兼得, paradise'"
"6784245127","709498","14552","01 окт 2022 01:25","46:24","2784","49-20","49,20","Radiant","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank"
"6784201564","709498","14552","01 окт 2022 12:30","29:52","1792","11-40","11,40","Dire","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter","DogChamp","Bloody Nine, talianoG, yarin, Destroyer, StoneBank"
"6784147165","709459","14552","30 сен 2022 11:24","33:20","2000","21-35","21,35","Dire","No Runes","Hyko, NUAGES, mini, Mr.Jeans, jupiter","SG esports","Prada, Yuma, LTH, Faker, Oscar"
